passage_id,chapter,section,subsection,heading,page,kind,text_clean,word_count
p0189,Part 6: Academic Procedures and Information,Course Repeat,,,47,text,"A student may not repeat a course after having passed another course for which the original course is a specific prerequisite. Except in the rare case of a successful petition to repeat a DKU course at Duke or a Duke course at DKU, a student may not substitute a different course or a course taken at another institution for a repeat of a course taken at Duke Kunshan University. If a student repeats a course at another institution, the credits will not transfer; the previous DKU grade will not change and will remain in the student's GPA calculation. A course taken at another institution with a grade of Cor above and not transferred to Duke Kunshan University may not be repeated at Duke Kunshan University. If it is determined such a course has been taken elsewhere and repeated at Duke Kunshan University, the Duke Kunshan University course will be removed from the academic record. A course previously passed at another educational institution, however, may be audited at Duke Kunshan University.",170
p0190,Part 6: Academic Procedures and Information,Course Repeat,,,47,text,"If the student wishes to repeat a course for a second time, that individual must submit an appeal in writing to their assigned academic advisor explaining the purpose of repeating the course and outlining a plan of study, including a plan to seek help from either the professor and/or the Academic Resource Center to demonstrate intention to improve their chance of passing the course. The advisor will make a recommendation to the Dean of Undergraduate Studies or designee, whose decision whether or not to grant permission is final. The course will count only once towards the 136 credits required for graduation and for fulfillment of term credit requirements.",108
p0191,Part 6: Academic Procedures and Information,Course Repeat,,,47,text,"Certain courses as designated in the course description (such as Research Independent Study, certain WOC courses, and applied music courses) may be repeated for credit without special permission.",28
p0192,Part 6: Academic Procedures and Information,Course Audit,,,47,text,"With the written consent of the instructor and permission of the academic advisor, a full-time degree student is allowed to audit one or more courses in addition to the normal program. An audited course counts as part of the course load (see section on Undergraduate Course Load). Students who audit a course submit no daily work and take no examinations, but are expected to attend class sessions. They do not receive credit for the course, but the audited course will appear on the transcript. Students must register for audited courses by submitting a signed course audit form to the Office of the University Registrar. The prohibition against registering for two courses meeting at the same time applies. After the Drop/Add period in any term, no student classified as an auditor in a particular course may take the course for credit, and no student taking a course for credit may be reclassified as an auditor. Physical education activity, studio art, applied music, and dance technique/performance courses may not be audited. A student may not repeat for credit any course previously audited.",180
p0193,Part 6: Academic Procedures and Information,Course Audit,,,47,text,"Undergraduates who have been dismissed, suspended, or placed on leave of absence may not audit or enroll in a course for credit at Duke Kunshan University.",26
p0194,Part 6: Academic Procedures and Information,Two-Credit Writing Courses,,,48,text,"First-year students are encouraged to take a 2-credit writing course (W) during their first session at DKU. The primary goal of the 2-credit writing courses is to give students a chance to practice and develop their writing skills (e.g. stating positions clearly, explaining ideas well, supporting arguments) through studying and then writing about an interesting topic. Writing assignments include any kind of expository writing that fits the subject matter of the course (e.g. position papers, argument papers, policy briefs, critiques, summaries, reports, editorials, literature reviews). These courses will require weekly writing assignments and student writing will be the main factor in the course grade. Students will also learn citation practices and how to find and evaluate references for their writing.",120
p0195,Part 6: Academic Procedures and Information,Independent Studies,,,48,text,"Independent study enables a student to pursue for course credit individual interests under the supervision of a faculty member. Independent study is of two types: Independent Study (nonresearch) and Research Independent Study. Both require approval of the instructor involved as well as the advisors and the appropriate division chair or Director of the Language and Culture Center; student-faculty meetings at least once a week for a 7-week course or once every two weeks for a 14week course; completion of a final product during the term for which a student is registered for the course; and evaluation by the instructor of the work, including the final product, associated with the independent study.",111
p0196,Part 6: Academic Procedures and Information,Independent Studies,,,48,text,"Courses entitled Independent Study or INDSTU are individual non-research directed study in a field of special interest on a previously approved topic taken under the supervision of a faculty member and resulting in an academic and/or artistic product. Courses entitled Research Independent Study or RINDSTU are individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Research Independent Study courses may be repeated for credit. Students may not do a Research Independent Study related to their Signature Work topic in the same term in which they are registered for a capstone course.",119
p0197,Part 6: Academic Procedures and Information,Submission of Term Paper,,,49,text,Students who wish (under unusual circumstances) to submit a single paper for credit in more than one course must receive prior written permission from each course instructor. The student must indicate the multiple submission on the title page of the paper.,41
p0198,Part 6: Academic Procedures and Information,Declaration of Major,,,49,text,"All undergraduate students enter Duke Kunshan University without a major and are assigned an academic advisor. When preparing to declare a major in the sophomore year, students work with their advisors, and potentially others who have advised them, to develop a long-range academic plan. This plan lays out the courses they anticipate taking in their remaining terms and is reviewed by their advisor to confirm that it will meet established requirements for graduation. Although students may declare a major as early as the beginning of fall term of the sophomore year, all students must secure formal approval of their long-range plans and declare a major no later than the last teaching day of the first seven-week session in their fourth term. Until then, students should be exploring different options of majors to ensure that they are making the best choice for themselves. Students who do not declare their major may be prevented from registering for classes for their fifth undergraduate term and from participating in a term or study abroad program.",171
p0199,Part 6: Academic Procedures and Information,Declaration of Major,,,49,text,"Students who have declared a major and wish to change it may do so by submitting a form to the Office of the University Registrar. No changes in majors can be made after the end of the Drop/Add period of the first session of the spring term in the senior year. Students receive three confirmations of their graduation: a Duke University diploma (issued by Duke University), a Duke Kunshan University diploma (from the Ministry of Education of the PRC), and a Duke Kunshan University graduation certificate (from the Ministry of Education of the PRC).",94
p0200,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,,49,text,"Responsibility for class attendance rests with individual students, and since regular and punctual class attendance is expected, students must accept the consequences of failure to attend. Instructors who are concerned about a student’s attendance should first reach out to the student. If in their opinion, the student absence is excessive, instructors may contact the student's academic advisor and/or the Office of Undergraduate Advising.",63
p0201,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,,49,text,"Missed work associated with absence from class is accommodated in two circumstances: 1) illness or other extraordinary personal circumstance, and 2) religious observance. Missed work associated with any other absence is not covered by this policy. In courses where a defined number of absences is permitted, students should make judicious use of them and save them for unavoidable circumstances. Students are encouraged to discuss any absence, planned or unexpected, with their instructor to determine whether accommodation is possible. The nature of the accommodation, if any, is to be determined by the faculty member in accordance with their attendance policy as outlined in the course syllabus. It should be noted that personal travel arrangements, including before or after school breaks, are not an excuse for missed work or class absences; students are advised to consult the syllabus when making such arrangements to avoid missing class or graded work.",147
p0202,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,,50,text,"If a student will miss 2 or more consecutive instructional days due to illness, s/he should obtain official documentation from either Campus Health Services/Counseling and Psychological Services or from an external health care provider. The Campus Health Services/Counseling and Psychological Services will work with the Dean of Undergraduate Studies or designee to coordinate with the student’s instructors and academic advisor to support the student. Absences of a single day or less due to illness are generally handled directly between the student and faculty.",83
p0203,Part 6: Academic Procedures and Information,Class Scheduling,,,50,text,"Class times are officially scheduled at registration unless designated “to be arranged” (TBA). After registration begins, no class time may be changed without prior permission of the Registrar’s Office. Within-class tests (except for the final exam) are to be given during the regular class meeting times.",46
p0204,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,,50,text,"If, because of illness, emergency, or circumstances outside a student’s reasonable control, a student cannot complete work for a course or cannot attend the final examination, the student may request in writing to the instructor the assignment of an I (incomplete) for the course. The student is expected to also discuss the I grade with their academic advisor. An incomplete grade will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question. If the request for an incomplete (I) grade is approved by the instructor in the course, then the student must satisfactorily complete the work by the last class day of the fifth week of the subsequent seven-week session except when an earlier deadline has been established by the instructor. An earlier deadline will be established when there is a question of the student’s ability to clear their academic probation and meet term continuation requirements, or the professor decides an earlier deadline date is appropriate.",172
p0205,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,,50,text,"An I assigned in the second session of fall or spring must be resolved in the first session of the succeeding spring or fall term, respectively. An I assigned in the summer must be resolved in the succeeding fall term. If the I is not completed by the deadline, it will convert to an F and be reported to the Office of the Registrar. A student who is not enrolled in the university, including a student who experiences a voluntary or involuntary separation, withdrawal, or leave of absence from Duke Kunshan University in the session following receipt of an I, or who is studying away during the session following receipt of an I must still clear the I by the designated deadline. Students may not complete work in a course after graduation. Once recorded, a notation of the I will remain permanently on the student’s record, even after the final grade is assigned for the course. In addition, an I cancels eligibility for Dean’s List and Dean’s List with Distinction in the semester in which the I grade was issued.",180
p0206,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,,50,text,"For purposes of determining satisfactory progress each term and toward graduation, incomplete work in a course indicated by a grade of I is not presumed to be satisfactory performance in that course. Because a grade of I is not presumed to be satisfactory performance, a course with an unresolved I grade may not be used to fulfill a pre-requisite requirement. A student registered for a course with a prerequisite in which they have an I grade must either drop the course or resolve the I with a passing grade before the end of the drop/add period. For cases in which probationary status or term continuation is in question, incomplete work must be resolved in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term (see section on Academic Warning, Probation, and Suspension).",154
p0207,Part 6: Academic Procedures and Information,Final Examinations,,,51,text,"The times and places of final examinations for each session are officially scheduled by the Office of the Registrar, generally according to the day and hour of the regular course meeting; changes may not be made in the schedule without the approval of the registrar. If a final examination is to be given in a course, it will be given during the official final exam period. Take-home examinations are due at the regularly scheduled hour of an examination, based on the time period of the class. In courses in which final examinations are not scheduled, an exam that substitutes for a final examination may not be given in the last week of classes. Hourly tests may be given in the last week of classes, whether or not a final examination is administered during the exam period. In the summer session, final examinations are held on the last two days of the term.",152
p0208,Part 6: Academic Procedures and Information,Final Examinations,,,51,text,"No later than the end of the first week of classes each session, the instructor is required to announce plans for the final examination exercise. The form of the final exercise is determined by the instructor. However, a final written examination may not exceed three hours in length and a final take-home examination may not require more than three hours in the actual writing.",64
p0209,Part 6: Academic Procedures and Information,Final Examinations,,,51,text,"Any student late for an examination may not expect time beyond the end of the scheduled period. A student who fails to take any scheduled final examination shall receive a grade of F in the course, unless they are excused for reasons deemed sufficient by the instructor. If they are excused they shall receive an I (Incomplete). (See section on Incomplete Grades). Students must take final exams at the officially scheduled times. Because end-of-the-term travel arrangements are not the basis for changing a final examination date, students are advised to consult the final examination schedule when making such arrangements. Deferral of a final examination will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question.",131
p0210,Part 6: Academic Procedures and Information,Grading and Grade Requirements,,,51,text,"Final grades on academic work are provided to students via the Student Information System after the examinations at the end of each session. While there are no formal midterm grades, at the middle of each session faculty are asked to notify the Advising Office of first-year students whose academic performance at that point in the session is Cor below. Such students will be contacted by their academic advisors.",68
p0211,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Passing Grades,,52,text,"Passing grades are A, exceptional; B, superior; C, satisfactory; CR, pass (See Credit/No Credit grading system below); and D, low pass. These grades (except CR) may be modified by a plus or minus.",33
p0212,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Passing Grades,,52,text,"Although the D grade represents low pass, not more than 8 credits passed with D grades (D+, D, D-) may be counted among those required for term credit requirements or among the 136 credits required for graduation. Courses for which a D grade is earned, however, may satisfy other requirements. For information on repeating a course with a D grade, see the section on Course Repeat.",66
p0213,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Failing Grades,,52,text,"A grade of F or NC (See section Credit/No Credit grading system below) indicates that the student has failed to meet the requirements for the course. The grade is recorded on the student’s record. The course must be repeated and a passing grade earned in order for credit to be awarded. If the student registers for the course again, the second entry of the course and the new grade earned are made on the record, but the first entry is not removed. In such cases, both grades are included in the calculation of the cumulative grade point average, but the credit for only one is counted for term credit requirements or among the 136 credits required for graduation.",118
p0214,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Grade Point Average,,52,text,The grade point average is based on grades earned in courses offering credit at Duke Kunshan University and Duke University and may be calculated based on the following numerical equivalencies to the grading system:,34
p0215,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Grade Point Average,,52,table,Grade Point Average: A+ 4.0 C+ (2.3 credits); A 4.0 C (2.0 credits); A3.7 C- (1.7 credits); B+ 3.3 D+ (1.3 credits); B 3.0 D (1.0 credits); B2.7 D- (1.0 credits); F (0 credits),34
p0216,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Grade Point Average,,52,text,"All grades that appear on the record, with the exception of CR and NC, military training (or designated substitutions for students from Hong Kong, Macau, and Taiwan), and the designated Chinese society and culture courses specified by the education administration authorities of China (see section on Credits Required for Degrees), are included in the calculation of the cumulative grade point average. For repeated courses, both grades will be calculated into the cumulative grade point average, but only one will count toward the credits required for graduation. The term and cumulative grade point averages are determined at the end of each term and displayed for students.",105
p0217,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"In order to encourage students to explore the richness and variety of Duke Kunshan University’s curricular offerings without worrying unduly about grades, students may elect to take up to four credits each term and summer session on a Credit/No Credit basis. No more than sixteen credits (in either two-credit or four-credit courses) towards the 136 credits requirement may be taken on a Credit/No Credit basis. The limit of sixteen credits does not apply to courses that are only offered on the Credit/No Credit basis.",84
p0218,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"All students will register for regular graded courses on a graded basis, and faculty will assign regular grades throughout the term, as well as a final grade for the course. However, a student may elect to change the grading basis to Credit/No Credit at any time up until the end of the Drop/Add period of the first session of the subsequent term in which the student is enrolled, with the exception of students in their graduating term, who must elect to change the grading basis within 24 hours after the grades are posted.",93
p0219,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"In the fall or spring term, a student must be enrolled in no less than a normal course load of 16 credits to be approved to change the grading basis of a course to CR/NC. In order to receive a CR (Credit), a student must have received a grade of Cor better in the course. A grade of D+ or below will be reflected on the transcript as NC (No Credit). Neither CR nor NC will be factored into the grade point average. Students who receive NC will receive no credit for the course and will be ineligible for Dean’s List in that term. Students who receive CR may still be eligible for the dean’s list if they have completed at least 16 credits for a regularly assigned grade (see section on Dean’s List).",134
p0220,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"In determining whether a student should be placed on academic warning, probation or suspended for academic reasons, a grade of NC earned in a course (other than PE courses), whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F.",58
p0221,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"In their first year (two terms), students may use up to eight of the sixteen CR/NC credits for any course, up to a maximum of 4 credits per term. For students in their 3rd term and beyond, CHINESE 201A-B and CHINESE 202A-B may also be taken on a CR/NC basis. Courses taken on a CR/NC basis from the 3rd term onward (except those courses offered only on this basis and the previously mentioned 200-level Chinese language courses) do not count toward general education requirements or any other degree requirements (major, including prerequisites), unless by special permission from the Office of Undergraduate Studies. For students in any year, courses in which a CR is earned do count toward the requirement for 136 credits and term credit requirements.",126
p0222,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"A student who has taken a course on a CR/NC basis and earned a CR may not retake the course. A course for which a grade of NC is assigned cannot be used to satisfy the prerequisite for another course, even if the original grade was a passing grade (D+, D, or D-). A student may not use a CR/NC option on a course being taken for a second (or more) time. (See section on Credit/No Credit (CR/NC) Grading System.)",80
p0223,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,53,text,"With the exception of study at Duke University, students studying abroad may not receive credit for courses taken on a CR/NC (or Pass/Fail or Satisfactory/Unsatisfactory) basis. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner. Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.",180
p0224,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,54,text,"The change of grading basis to CR/NC can be done through filing a form with the registrar, but students need to get approval from their advisors. Students who receive a NC (by changing a grade of D+ or below) should be mindful of continuation requirements, e.g. that they may be subject to academic suspension (see section on Continuation), or that they may have to take an extra course a later term or during the summer in order to ensure that they graduate on time. Once a student has notified the registrar to change the grading basis to CR/NC, it may not be changed back to a regular grade. Students are especially encouraged to make use of the CR/NC option in their first year to take courses they feel might lie outside of their areas of perceived interest, strength, or expertise.",140
p0226,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,,54,text,"All students will register for regular graded courses on a graded basis, and faculty will assign regular grades throughout the term, as well as a final grade for the course. However, a student may elect to change the grading basis to Credit/No Credit at any time up until the course withdrawal deadline of the session in which the student takes the course. Once this declaration is made, the grading basis cannot be changed back to a regular grade.",78
p0229,Part 6: Academic Procedures and Information,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,,55,text,"In their first year (two terms, 4 sessions), students may use the CR/NC credits for any course, up to a maximum of 4 credits per session. For students in their 3rd term and beyond, CHINESE 201AB and CHINESE 202A-B may also be taken on a CR/NC basis. Courses taken on a CR/NC basis from the 3rd term onward (except those courses offered only on this basis and the previously mentioned 200-level Chinese language courses) may not count toward general education requirements or any other degree requirements (major, including prerequisites), unless by special permission from the Dean of Undergraduate Studies or designee. For students in any year, courses in which a CR is earned do count toward the requirement for 136 credits and term credit requirements.",125
p0233,Part 6: Academic Procedures and Information,Grading and Grade Requirements,The W and WA Designations,,55,text,The designation W is recorded when a student officially withdraws from a course after the Drop/Add period. (See the sections on course changes in the section on Registration). WA indicates withdrawal from an audited course.,35
p0234,Part 6: Academic Procedures and Information,Progress toward Degree,,,56,text,"Students must achieve a satisfactory record of academic performance each term and make satisfactory progress toward graduation each year. Progress is assessed primarily by a student’s grade-point average. (See also the section on Academic Warning, Probation, and Suspension relevant for your class year.) However, other factors including enrollment in an underload, withdrawal to an underload, course repeat, grades of F or NC, D grades beyond 8 credits, leaves of absence, and suspensions may impact the total number of credits and therefore hinder a student’s progress toward graduation. Students should discuss with their academic advisor any factors that might impact their ability to meet term credit requirements. Students who fail to meet the minimum credit requirements each term will receive an academic warning.",122
p0235,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,56,text,"Students must make satisfactory progress toward fulfillment of curricular requirements and credits each term. All students must meet the following minimum requirements at the start of each fall and spring term or receive an academic warning: To be on track for an on-time graduation, at the start of the",49
p0237,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,56,text,An academic warning will be issued to students who have earned less than7 2nd term at Duke Kunshan 16 credits 12 credits 3rd term at Duke Kunshan 34 credits 30 credits 4th term at Duke Kunshan 52 credits 46 credits 5th term at Duke Kunshan 68 credits 62 credits 6th term at Duke Kunshan 84 credits 78 credits 7th term at Duke Kunshan 102 credits 96 credits 8th term at Duke Kunshan 116 credits 112 credits,76
p0238,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,56,text,"Students may not carry an underload without the permission of their advisors and the Dean of Undergraduate Studies or designee. For the purposes of calculating term credit requirements, incomplete work in any course is considered a failure to achieve satisfactory performance in that course and will be counted as 0 credits.",51
p0239,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,56,text,"7 A maximum of 8 credits passed with a D grade (D, D+, D-) can be counted. The credit count may include (1) no more than 2 credits in physical education activity courses (i.e., four half-credit activity courses)’ (2) no more than 8 credits taken on a CR/NC grading basis (not including courses offered only on that basis); (3) no more than 40 credits combining any allowable transfer credits, including AP/IPC, transfer credits for study abroad, etc.; and (4) no more than the Duke Kunshan University equivalent of 24 credits in graduate and professional school courses not listed in the Duke University Undergraduate Programs Bulletin. (See Section 3, Credits Required for Degrees.)",112
p0240,Part 6: Academic Procedures and Information,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,57,text,"Students who receive an academic warning for failing to meet the term credit requirements may make up additional credits by enrolling in 20 credits in a subsequent term, enrolling in an overload once a positive academic trajectory has been established, or completing summer coursework at Duke or on another approved study away program. (See Section on Study Away.). Alternatively, students might delay their graduation date. (See Section on Time Limit for Completing Undergraduate Degree.)",74
p0241,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",,,57,text,"A student whose academic performance record indicates marginal scholarship, as assessed by grades, as well as term and cumulative grade-point averages, will be subject either to academic warning or academic probation. Failure to clear probationary status in the term of probation will result in a student’s suspension for academic reasons.",50
p0242,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",,,57,text,"In determining whether a student should be placed on academic warning, probation or suspended for academic reasons, a grade of NC earned in a course, whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F. (See also the section on CR/NC Grading system). For purposes of determining academic standing, incomplete work in a course indicated by a grade of I is considered equivalent to a grade of F until the I is resolved. (See section on Incomplete Coursework.) Grades in PE courses are not considered in determining academic warning, probation, or suspension.",111
p0243,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Warning,,57,text,"Failure to meet any of the following standards will result in academic warning by the Office of Undergraduate Studies: 1. A single or more grade of F or NC (excluding PE courses) in a term 2. A second or more grade of D (D, D-, D+) over the student’s tenure at DKU 3. Failure to meet the term credit requirements (See section on Term Credit Requirements",66
p0244,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Warning,,57,text,All students issued an academic warning are required to meet with the Director for Academic Advising or designee to discuss their academic progress. Students should also consult with their academic advisor.,31
p0245,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,,57,text,"For a student enrolled in 16 or more credits, the following grades will result in academic probation for the succeeding spring or fall term: during the first term of the freshman year, grades including DD, DF, or FF; during any subsequent spring/fall term, grades including DDD, DF or FF (as long as the student has passed at least 12 credits); and during two consecutive spring/fall terms, grades including DDDD, DDDF, or DDFF. For a student enrolled in an authorized underload (i.e., fewer than 16 credits), the following academic performance will result in academic probation: during the first term of the freshman year, grades of DD or F; during any subsequent fall/spring term, grades including DDD or DF (as long as 12 credits have been passed in that term); and during two consecutive spring/fall terms, grades including DDDD, DDDF, or DDFF.",140
p0246,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,,57,text,"In a case where probation may be in question because of an incomplete grade, the student will be notified by the Office of the Registrar of the need to have the incomplete replaced by a satisfactory grade in order to avoid academic probation. That is, the satisfactory final grade must be sufficient to avoid the combination of D and F grades that would result in academic probation, as described above.",70
p0247,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,,58,text,"The probation status will be reflected on those academic records used for internal purposes only. Students placed on academic probation must acknowledge their probationary status in writing to the Office of Undergraduate Studies in order to continue at the University. They are also required to meet with the Director for Academic Advising or designee and are expected to seek assistance from campus resources, have their course selection approved by their advisors and meet periodically with a designated academic coach. They may not study away during the probation period. Students are expected to clear their probationary status during the term of probation. In order to do so, they must enroll in 16 credits (plus up to one PE credit), of which no more than 4 credits may be taken on a Credit/No Credit basis. Grades of C, CR, or better must be earned in each course, or a C average must be achieved in that term.",155
p0248,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Probation,,58,text,"Probationary status cannot be cleared in a term in which students seek permission and are allowed to withdraw to an underload. In such cases, the probationary status continues through the next fall or spring term of enrollment. Students who clear their probationary status by earning a C average in the term but also earn grades that would result in academic probation as described above will continue their probationary status through the next term of enrollment. Students on probation, whether in a normal load or an underload, are required to earn grades of C, CR, or better in each course, or achieve a C average in that term. Students whose probationary status continues to a second term for reason of an underload must adhere to the conditions and standards previously outlined for clearing probation. Failure to do so will result in academic suspension.",142
p0249,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,,58,text,"Students on academic probation must clear their probationary status as described above (see section on Academic Probation) in order to continue at Duke Kunshan University. For the purposes of clearing academic probation, incomplete work in any course is considered a failure to achieve satisfactory performance in that course. Therefore, where term continuation is in question, incomplete work in any course must be completed with a satisfactory grade sufficient to clear the probationary status in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term.",106
p0250,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,,58,text,"Students who fail to meet the minimum requirements to clear their probationary status are subject to academic suspension for a period of at least two terms (excluding summer term). Those desiring to return after the suspension period may apply for Return to the University. Such students are placed on academic probation if reinstated. Please contact the Office of Undergraduate Studies for more information. Deadlines for filing this application are 5:00 p.m. China time May 1 for return in the subsequent Fall Term and October 15 for return in the subsequent Spring Term. If after return the student fails again to meet the minimum academic requirements and is suspended a second time, the student will be ineligible to enroll again in the future.",122
p0251,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",Academic Suspension,,59,text,"Though rarely granted, a student suspended for failure to clear their probationary status may appeal for immediate reinstatement. Students should contact the Director for Academic Advising or designee, and adhere to deadlines stated in their suspension letter.",37
p0253,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",,,59,text,"In determining whether a student should be placed on academic warning, a grade of NC earned in a course, whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F. (See also the section on CR/NC Grading system).",56
p0254,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",,,59,text,"For purposes of determining academic standing, incomplete work in a course indicated by a grade of I is considered equivalent to a grade of F until the I is resolved. (See section on Incomplete Coursework.) Grades in PE courses are not considered in determining academic warning, probation, or suspension.",49
p0257,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,,59,text,"At the end of each fall and spring term, a student must have both a term and a cumulative grade point average of at least 2.000. Failure to meet either of the two following standards will result in academic probation for the following fall or spring term: 1. Term grade-point average below 2.000 for any fall or spring term 2. Cumulative grade-point average falls below 2.000 at the end of any fall or spring term",75
p0258,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,,60,text,"In a case where probation may be in question because of an incomplete grade, the student will be notified by the Office of the Registrar of the need to have the incomplete replaced by a satisfactory grade in order to avoid academic probation. That is, the satisfactory final grade must be sufficient to raise both the term and the cumulative grade-point averages to or above 2.000.",66
p0259,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,,60,text,"The probation status will be reflected on those academic records used for internal purposes only. Students placed on academic probation must acknowledge their probationary status in writing to the Office of Undergraduate Studies in order to continue at the University. They are also required to meet with the Director for Academic Advising or designee and are expected to seek assistance from campus resources, have their course selection approved by their advisors and meet periodically with a designated academic coach. They may not study away during the probation period. Students are expected to clear their probationary status during the term of probation. In order to do so, they must enroll in 16 credits (plus up to one PE credit), of which no more than 4 credits may be taken on a Credit/No Credit basis, and achieve term and cumulative grade-point averages of at least 2.000.",144
p0260,Part 6: Academic Procedures and Information,"Academic Warning, Probation, and Suspension for Students in the Class of 2025 and Beyond",Academic Probation,,60,text,"Probationary status cannot be cleared in a term in which students seek permission and are allowed to withdraw to an underload. In such cases, the probationary status continues through the next fall or spring term of enrollment. Students on probation, whether in a normal load or an underload, are required to achieve the minimum term and cumulative grade-point averages of at least 2.000. Students whose probationary status continues to a second term for reason of an underload must adhere to the conditions and standards previously outlined for clearing probation. Failure to do so will result in academic suspension.",98
