passage_id,chapter,chapter_num,chapter_short,section,subsection,heading,matrix_section,page,kind,text,word_count,cluster,cluster_name,x,y,neighbors,neighbor_sims,section_typicality
p0193,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Course Audit,,,Other (P6),47,text,"Undergraduates who have been dismissed, suspended, or placed on leave of absence may not audit or enroll in a course for credit at Duke Kunshan University.",26,8,"Credit Transfer, Placement & Study Away",2.4954,9.3496,p0276|p0156|p0161|p0340|p0151,0.768|0.758|0.744|0.722|0.718,0.6844000220298767
p0194,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Two-Credit Writing Courses,,,Other (P6),48,text,"First-year students are encouraged to take a 2-credit writing course (W) during their first session at DKU. The primary goal of the 2-credit writing courses is to give students a chance to practice and develop their writing skills (e.g. stating positions clearly, explaining ideas well, supporting arguments) through studying and then writing about an interesting topic. Writing assignments include any kind of expository writing that fits the subject matter of the course (e.g. position papers, argument papers, policy briefs, critiques, summaries, reports, editorials, literature reviews). These courses will require weekly writing assignments and student writing will be the main factor in the course grade. Students will also learn citation practices and how to find and evaluate references for their writing.",120,2,"Grading, CR/NC & Academic Standing",3.3851,9.0747,p0343|p0182|p0341|p0388|p0155,0.584|0.574|0.574|0.572|0.570,0.5364000201225281
p0195,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Independent Studies,,,Other (P6),48,text,"Independent study enables a student to pursue for course credit individual interests under the supervision of a faculty member. Independent study is of two types: Independent Study (nonresearch) and Research Independent Study. Both require approval of the instructor involved as well as the advisors and the appropriate division chair or Director of the Language and Culture Center; student-faculty meetings at least once a week for a 7-week course or once every two weeks for a 14week course; completion of a final product during the term for which a student is registered for the course; and evaluation by the instructor of the work, including the final product, associated with the independent study.",111,4,Advising & Academic Support,2.8545,9.0626,p0196|p0276|p0191|p0192|p0326,0.793|0.513|0.495|0.487|0.475,0.5177000164985657
p0196,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Independent Studies,,,Other (P6),48,text,"Courses entitled Independent Study or INDSTU are individual non-research directed study in a field of special interest on a previously approved topic taken under the supervision of a faculty member and resulting in an academic and/or artistic product. Courses entitled Research Independent Study or RINDSTU are individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Research Independent Study courses may be repeated for credit. Students may not do a Research Independent Study related to their Signature Work topic in the same term in which they are registered for a capstone course.",119,4,Advising & Academic Support,2.9152,9.0464,p0195|p0191|p0276|p0031|p0028,0.793|0.542|0.486|0.442|0.442,0.517799973487854
p0197,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Submission of Term Paper,,,Other (P6),49,text,Students who wish (under unusual circumstances) to submit a single paper for credit in more than one course must receive prior written permission from each course instructor. The student must indicate the multiple submission on the title page of the paper.,41,2,"Grading, CR/NC & Academic Standing",2.6026,9.7969,p0191|p0190|p0194|p0041|p0387,0.621|0.546|0.537|0.526|0.508,0.5515999794006348
p0198,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Declaration of Major,,,Other (P6),49,text,"All undergraduate students enter Duke Kunshan University without a major and are assigned an academic advisor. When preparing to declare a major in the sophomore year, students work with their advisors, and potentially others who have advised them, to develop a long-range academic plan. This plan lays out the courses they anticipate taking in their remaining terms and is reviewed by their advisor to confirm that it will meet established requirements for graduation. Although students may declare a major as early as the beginning of fall term of the sophomore year, all students must secure formal approval of their long-range plans and declare a major no later than the last teaching day of the first seven-week session in their fourth term. Until then, students should be exploring different options of majors to ensure that they are making the best choice for themselves. Students who do not declare their major may be prevented from registering for classes for their fifth undergraduate term and from participating in a term or study abroad program.",171,8,"Credit Transfer, Placement & Study Away",3.0866,9.9336,p0199|p0081|p0153|p0179|p0143,0.710|0.696|0.695|0.686|0.683,0.7662000060081482
p0199,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Declaration of Major,,,Other (P6),49,text,"Students who have declared a major and wish to change it may do so by submitting a form to the Office of the University Registrar. No changes in majors can be made after the end of the Drop/Add period of the first session of the spring term in the senior year. Students receive three confirmations of their graduation: a Duke University diploma (issued by Duke University), a Duke Kunshan University diploma (from the Ministry of Education of the PRC), and a Duke Kunshan University graduation certificate (from the Ministry of Education of the PRC).",94,8,"Credit Transfer, Placement & Study Away",3.548,9.9341,p0153|p0284|p0021|p0198|p0070,0.719|0.715|0.714|0.710|0.702,0.650600016117096
p0200,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Class Attendance and Missed Work,,,Other (P6),49,text,"Responsibility for class attendance rests with individual students, and since regular and punctual class attendance is expected, students must accept the consequences of failure to attend. Instructors who are concerned about a student’s attendance should first reach out to the student. If in their opinion, the student absence is excessive, instructors may contact the student's academic advisor and/or the Office of Undergraduate Advising.",63,1,Academic Integrity & Grievances,0.423,9.4139,p0201|p0305|p0304|p0209|p0204,0.690|0.641|0.570|0.565|0.563,0.6273000240325928
p0201,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Class Attendance and Missed Work,,,Other (P6),49,text,"Missed work associated with absence from class is accommodated in two circumstances: 1) illness or other extraordinary personal circumstance, and 2) religious observance. Missed work associated with any other absence is not covered by this policy. In courses where a defined number of absences is permitted, students should make judicious use of them and save them for unavoidable circumstances. Students are encouraged to discuss any absence, planned or unexpected, with their instructor to determine whether accommodation is possible. The nature of the accommodation, if any, is to be determined by the faculty member in accordance with their attendance policy as outlined in the course syllabus. It should be noted that personal travel arrangements, including before or after school breaks, are not an excuse for missed work or class absences; students are advised to consult the syllabus when making such arrangements to avoid missing class or graded work.",147,7,"Leave, Withdrawal & Fees",0.6352,9.1522,p0200|p0307|p0271|p0268|p0269,0.690|0.624|0.623|0.603|0.601,0.6396999955177307
p0202,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Class Attendance and Missed Work,,,Other (P6),50,text,"If a student will miss 2 or more consecutive instructional days due to illness, s/he should obtain official documentation from either Campus Health Services/Counseling and Psychological Services or from an external health care provider. The Campus Health Services/Counseling and Psychological Services will work with the Dean of Undergraduate Studies or designee to coordinate with the student’s instructors and academic advisor to support the student. Absences of a single day or less due to illness are generally handled directly between the student and faculty.",83,7,"Leave, Withdrawal & Fees",1.151,8.8063,p0176|p0269|p0271|p0201|p0177,0.671|0.607|0.593|0.586|0.579,0.5742999911308289
p0203,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Class Scheduling,,,Other (P6),50,text,"Class times are officially scheduled at registration unless designated “to be arranged” (TBA). After registration begins, no class time may be changed without prior permission of the Registrar’s Office. Within-class tests (except for the final exam) are to be given during the regular class meeting times.",46,2,"Grading, CR/NC & Academic Standing",0.9179,9.7146,p0207|p0209|p0218|p0123|p0208,0.691|0.517|0.506|0.491|0.479,0.5659000277519226
p0204,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Incomplete Coursework and Excused Absence from Final Exam,,,Other (P6),50,text,"If, because of illness, emergency, or circumstances outside a student’s reasonable control, a student cannot complete work for a course or cannot attend the final examination, the student may request in writing to the instructor the assignment of an I (incomplete) for the course. The student is expected to also discuss the I grade with their academic advisor. An incomplete grade will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question. If the request for an incomplete (I) grade is approved by the instructor in the course, then the student must satisfactorily complete the work by the last class day of the fifth week of the subsequent seven-week session except when an earlier deadline has been established by the instructor. An earlier deadline will be established when there is a question of the student’s ability to clear their academic probation and meet term continuation requirements, or the professor decides an earlier deadline date is appropriate.",172,1,Academic Integrity & Grievances,0.7082,9.7532,p0206|p0209|p0265|p0205|p0269,0.792|0.750|0.685|0.667|0.661,0.6887999773025513
p0205,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Incomplete Coursework and Excused Absence from Final Exam,,,Other (P6),50,text,"An I assigned in the second session of fall or spring must be resolved in the first session of the succeeding spring or fall term, respectively. An I assigned in the summer must be resolved in the succeeding fall term. If the I is not completed by the deadline, it will convert to an F and be reported to the Office of the Registrar. A student who is not enrolled in the university, including a student who experiences a voluntary or involuntary separation, withdrawal, or leave of absence from Duke Kunshan University in the session following receipt of an I, or who is studying away during the session following receipt of an I must still clear the I by the designated deadline. Students may not complete work in a course after graduation. Once recorded, a notation of the I will remain permanently on the student’s record, even after the final grade is assigned for the course. In addition, an I cancels eligibility for Dean’s List and Dean’s List with Distinction in the semester in which the I grade was issued.",180,7,"Leave, Withdrawal & Fees",0.9105,9.4504,p0264|p0206|p0204|p0306|p0274,0.680|0.678|0.667|0.665|0.660,0.7635999917984009
p0206,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Incomplete Coursework and Excused Absence from Final Exam,,,Other (P6),50,text,"For purposes of determining satisfactory progress each term and toward graduation, incomplete work in a course indicated by a grade of I is not presumed to be satisfactory performance in that course. Because a grade of I is not presumed to be satisfactory performance, a course with an unresolved I grade may not be used to fulfill a pre-requisite requirement. A student registered for a course with a prerequisite in which they have an I grade must either drop the course or resolve the I with a passing grade before the end of the drop/add period. For cases in which probationary status or term continuation is in question, incomplete work must be resolved in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term (see section on Academic Warning, Probation, and Suspension).",154,2,"Grading, CR/NC & Academic Standing",0.7644,10.3759,p0204|p0249|p0254|p0246|p0258,0.792|0.751|0.741|0.718|0.715,0.642300009727478
p0207,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Final Examinations,,,Other (P6),51,text,"The times and places of final examinations for each session are officially scheduled by the Office of the Registrar, generally according to the day and hour of the regular course meeting; changes may not be made in the schedule without the approval of the registrar. If a final examination is to be given in a course, it will be given during the official final exam period. Take-home examinations are due at the regularly scheduled hour of an examination, based on the time period of the class. In courses in which final examinations are not scheduled, an exam that substitutes for a final examination may not be given in the last week of classes. Hourly tests may be given in the last week of classes, whether or not a final examination is administered during the exam period. In the summer session, final examinations are held on the last two days of the term.",152,7,"Leave, Withdrawal & Fees",0.7861,9.7492,p0209|p0203|p0208|p0204|p0218,0.712|0.691|0.690|0.544|0.501,0.6133999824523926
p0208,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Final Examinations,,,Other (P6),51,text,"No later than the end of the first week of classes each session, the instructor is required to announce plans for the final examination exercise. The form of the final exercise is determined by the instructor. However, a final written examination may not exceed three hours in length and a final take-home examination may not require more than three hours in the actual writing.",64,2,"Grading, CR/NC & Academic Standing",0.8281,9.6582,p0207|p0209|p0204|p0265|p0203,0.690|0.592|0.550|0.506|0.479,0.574999988079071
p0209,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Final Examinations,,,Other (P6),51,text,"Any student late for an examination may not expect time beyond the end of the scheduled period. A student who fails to take any scheduled final examination shall receive a grade of F in the course, unless they are excused for reasons deemed sufficient by the instructor. If they are excused they shall receive an I (Incomplete). (See section on Incomplete Grades). Students must take final exams at the officially scheduled times. Because end-of-the-term travel arrangements are not the basis for changing a final examination date, students are advised to consult the final examination schedule when making such arrangements. Deferral of a final examination will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question.",131,7,"Leave, Withdrawal & Fees",0.7046,9.5272,p0204|p0207|p0206|p0264|p0162,0.750|0.712|0.639|0.611|0.605,0.675599992275238
p0210,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,,,Grading & Grade Requirements,51,text,"Final grades on academic work are provided to students via the Student Information System after the examinations at the end of each session. While there are no formal midterm grades, at the middle of each session faculty are asked to notify the Advising Office of first-year students whose academic performance at that point in the session is Cor below. Such students will be contacted by their academic advisors.",68,1,Academic Integrity & Grievances,1.1009,9.8327,p0290|p0159|p0235|p0244|p0206,0.607|0.544|0.531|0.530|0.529,0.5447999835014343
p0211,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Passing Grades,,Grading & Grade Requirements,52,text,"Passing grades are A, exceptional; B, superior; C, satisfactory; CR, pass (See Credit/No Credit grading system below); and D, low pass. These grades (except CR) may be modified by a plus or minus.",33,2,"Grading, CR/NC & Academic Standing",1.8959,11.4126,p0215|p0213|p0154|p0219|p0212,0.594|0.539|0.536|0.530|0.527,0.6662999987602234
p0212,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Passing Grades,,Grading & Grade Requirements,52,text,"Although the D grade represents low pass, not more than 8 credits passed with D grades (D+, D, D-) may be counted among those required for term credit requirements or among the 136 credits required for graduation. Courses for which a D grade is earned, however, may satisfy other requirements. For information on repeating a course with a D grade, see the section on Course Repeat.",66,2,"Grading, CR/NC & Academic Standing",2.1087,11.1188,p0188|p0239|p0243|p0221|p0213,0.698|0.665|0.633|0.632|0.630,0.7487000226974487
p0213,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Failing Grades,,Grading & Grade Requirements,52,text,"A grade of F or NC (See section Credit/No Credit grading system below) indicates that the student has failed to meet the requirements for the course. The grade is recorded on the student’s record. The course must be repeated and a passing grade earned in order for credit to be awarded. If the student registers for the course again, the second entry of the course and the new grade earned are made on the record, but the first entry is not removed. In such cases, both grades are included in the calculation of the cumulative grade point average, but the credit for only one is counted for term credit requirements or among the 136 credits required for graduation.",118,2,"Grading, CR/NC & Academic Standing",1.7877,11.3232,p0188|p0253|p0220|p0242|p0216,0.806|0.756|0.735|0.735|0.705,0.8230999708175659
p0214,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Grade Point Average,,Grading & Grade Requirements,52,text,The grade point average is based on grades earned in courses offering credit at Duke Kunshan University and Duke University and may be calculated based on the following numerical equivalencies to the grading system:,34,8,"Credit Transfer, Placement & Study Away",2.3922,11.2851,p0215|p0216|p0282|p0154|p0141,0.731|0.693|0.666|0.658|0.658,0.6823999881744385
p0215,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Grade Point Average,,Grading & Grade Requirements,52,table,Grade Point Average: A+ 4.0 C+ (2.3 credits); A 4.0 C (2.0 credits); A3.7 C- (1.7 credits); B+ 3.3 D+ (1.3 credits); B 3.0 D (1.0 credits); B2.7 D- (1.0 credits); F (0 credits),34,2,"Grading, CR/NC & Academic Standing",2.1436,11.3694,p0214|p0216|p0213|p0211|p0282,0.731|0.646|0.636|0.594|0.576,0.6581000089645386
p0216,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Grade Point Average,,Grading & Grade Requirements,52,text,"All grades that appear on the record, with the exception of CR and NC, military training (or designated substitutions for students from Hong Kong, Macau, and Taiwan), and the designated Chinese society and culture courses specified by the education administration authorities of China (see section on Credits Required for Degrees), are included in the calculation of the cumulative grade point average. For repeated courses, both grades will be calculated into the cumulative grade point average, but only one will count toward the credits required for graduation. The term and cumulative grade point averages are determined at the end of each term and displayed for students.",105,2,"Grading, CR/NC & Academic Standing",2.4351,11.4872,p0188|p0213|p0229|p0221|p0214,0.717|0.705|0.703|0.695|0.693,0.7950000166893005
p0217,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"In order to encourage students to explore the richness and variety of Duke Kunshan University’s curricular offerings without worrying unduly about grades, students may elect to take up to four credits each term and summer session on a Credit/No Credit basis. No more than sixteen credits (in either two-credit or four-credit courses) towards the 136 credits requirement may be taken on a Credit/No Credit basis. The limit of sixteen credits does not apply to courses that are only offered on the Credit/No Credit basis.",84,8,"Credit Transfer, Placement & Study Away",3.0201,10.2222,p0151|p0077|p0071|p0153|p0340,0.842|0.822|0.789|0.781|0.779,0.6521000266075134
p0218,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"All students will register for regular graded courses on a graded basis, and faculty will assign regular grades throughout the term, as well as a final grade for the course. However, a student may elect to change the grading basis to Credit/No Credit at any time up until the end of the Drop/Add period of the first session of the subsequent term in which the student is enrolled, with the exception of students in their graduating term, who must elect to change the grading basis within 24 hours after the grades are posted.",93,2,"Grading, CR/NC & Academic Standing",1.1525,10.3296,p0226|p0296|p0224|p0161|p0222,0.928|0.655|0.653|0.650|0.615,0.7573000192642212
p0219,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"In the fall or spring term, a student must be enrolled in no less than a normal course load of 16 credits to be approved to change the grading basis of a course to CR/NC. In order to receive a CR (Credit), a student must have received a grade of Cor better in the course. A grade of D+ or below will be reflected on the transcript as NC (No Credit). Neither CR nor NC will be factored into the grade point average. Students who receive NC will receive no credit for the course and will be ineligible for Dean’s List in that term. Students who receive CR may still be eligible for the dean’s list if they have completed at least 16 credits for a regularly assigned grade (see section on Dean’s List).",134,2,"Grading, CR/NC & Academic Standing",1.8167,11.2525,p0188|p0222|p0224|p0280|p0154,0.746|0.738|0.723|0.688|0.680,0.8187000155448914
p0220,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"In determining whether a student should be placed on academic warning, probation or suspended for academic reasons, a grade of NC earned in a course (other than PE courses), whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F.",58,2,"Grading, CR/NC & Academic Standing",1.3961,11.2882,p0253|p0242|p0213|p0222|p0224,0.943|0.931|0.735|0.734|0.685,0.7436000108718872
p0221,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"In their first year (two terms), students may use up to eight of the sixteen CR/NC credits for any course, up to a maximum of 4 credits per term. For students in their 3rd term and beyond, CHINESE 201A-B and CHINESE 202A-B may also be taken on a CR/NC basis. Courses taken on a CR/NC basis from the 3rd term onward (except those courses offered only on this basis and the previously mentioned 200-level Chinese language courses) do not count toward general education requirements or any other degree requirements (major, including prerequisites), unless by special permission from the Office of Undergraduate Studies. For students in any year, courses in which a CR is earned do count toward the requirement for 136 credits and term credit requirements.",126,2,"Grading, CR/NC & Academic Standing",3.1493,11.4441,p0229|p0075|p0047|p0384|p0188,0.985|0.735|0.720|0.713|0.702,0.7664999961853027
p0222,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"A student who has taken a course on a CR/NC basis and earned a CR may not retake the course. A course for which a grade of NC is assigned cannot be used to satisfy the prerequisite for another course, even if the original grade was a passing grade (D+, D, or D-). A student may not use a CR/NC option on a course being taken for a second (or more) time. (See section on Credit/No Credit (CR/NC) Grading System.)",80,2,"Grading, CR/NC & Academic Standing",1.5361,11.1986,p0188|p0224|p0253|p0219|p0220,0.791|0.772|0.745|0.738|0.734,0.8137999773025513
p0223,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,53,text,"With the exception of study at Duke University, students studying abroad may not receive credit for courses taken on a CR/NC (or Pass/Fail or Satisfactory/Unsatisfactory) basis. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner. Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.",180,8,"Credit Transfer, Placement & Study Away",3.2172,9.1364,p0341|p0342|p0343|p0154|p0156,0.937|0.889|0.797|0.751|0.741,0.7171000242233276
p0224,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Classes of 2022-2024,,Grading & Grade Requirements,54,text,"The change of grading basis to CR/NC can be done through filing a form with the registrar, but students need to get approval from their advisors. Students who receive a NC (by changing a grade of D+ or below) should be mindful of continuation requirements, e.g. that they may be subject to academic suspension (see section on Continuation), or that they may have to take an extra course a later term or during the summer in order to ensure that they graduate on time. Once a student has notified the registrar to change the grading basis to CR/NC, it may not be changed back to a regular grade. Students are especially encouraged to make use of the CR/NC option in their first year to take courses they feel might lie outside of their areas of perceived interest, strength, or expertise.",140,2,"Grading, CR/NC & Academic Standing",1.5028,11.072,p0222|p0219|p0253|p0220|p0226,0.772|0.723|0.690|0.685|0.677,0.7439000010490417
p0226,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,,Grading & Grade Requirements,54,text,"All students will register for regular graded courses on a graded basis, and faculty will assign regular grades throughout the term, as well as a final grade for the course. However, a student may elect to change the grading basis to Credit/No Credit at any time up until the course withdrawal deadline of the session in which the student takes the course. Once this declaration is made, the grading basis cannot be changed back to a regular grade.",78,2,"Grading, CR/NC & Academic Standing",1.1901,10.4388,p0218|p0224|p0222|p0296|p0161,0.928|0.677|0.674|0.669|0.641,0.7922999858856201
p0229,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,Credit/No Credit (CR/NC) Grading System for the Class of 2025 and Beyond,,Grading & Grade Requirements,55,text,"In their first year (two terms, 4 sessions), students may use the CR/NC credits for any course, up to a maximum of 4 credits per session. For students in their 3rd term and beyond, CHINESE 201AB and CHINESE 202A-B may also be taken on a CR/NC basis. Courses taken on a CR/NC basis from the 3rd term onward (except those courses offered only on this basis and the previously mentioned 200-level Chinese language courses) may not count toward general education requirements or any other degree requirements (major, including prerequisites), unless by special permission from the Dean of Undergraduate Studies or designee. For students in any year, courses in which a CR is earned do count toward the requirement for 136 credits and term credit requirements.",125,2,"Grading, CR/NC & Academic Standing",3.171,11.4913,p0221|p0047|p0075|p0384|p0216,0.985|0.741|0.737|0.728|0.703,0.7656000256538391
p0233,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Grading and Grade Requirements,The W and WA Designations,,Grading & Grade Requirements,55,text,The designation W is recorded when a student officially withdraws from a course after the Drop/Add period. (See the sections on course changes in the section on Registration). WA indicates withdrawal from an audited course.,35,7,"Leave, Withdrawal & Fees",1.0372,8.9249,p0264|p0178|p0162|p0269|p0275,0.685|0.657|0.641|0.541|0.515,0.4876999855041504
p0234,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,,,Progress toward Degree,56,text,"Students must achieve a satisfactory record of academic performance each term and make satisfactory progress toward graduation each year. Progress is assessed primarily by a student’s grade-point average. (See also the section on Academic Warning, Probation, and Suspension relevant for your class year.) However, other factors including enrollment in an underload, withdrawal to an underload, course repeat, grades of F or NC, D grades beyond 8 credits, leaves of absence, and suspensions may impact the total number of credits and therefore hinder a student’s progress toward graduation. Students should discuss with their academic advisor any factors that might impact their ability to meet term credit requirements. Students who fail to meet the minimum credit requirements each term will receive an academic warning.",122,2,"Grading, CR/NC & Academic Standing",1.5223,10.7128,p0245|p0240|p0235|p0167|p0243,0.747|0.743|0.714|0.707|0.690,0.8679999709129333
p0235,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,Progress toward Degree,56,text,"Students must make satisfactory progress toward fulfillment of curricular requirements and credits each term. All students must meet the following minimum requirements at the start of each fall and spring term or receive an academic warning: To be on track for an on-time graduation, at the start of the",49,2,"Grading, CR/NC & Academic Standing",1.6443,10.4758,p0234|p0144|p0240|p0247|p0206,0.714|0.663|0.633|0.599|0.585,0.7871000170707703
p0237,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,Progress toward Degree,56,text,An academic warning will be issued to students who have earned less than7 2nd term at Duke Kunshan 16 credits 12 credits 3rd term at Duke Kunshan 34 credits 30 credits 4th term at Duke Kunshan 52 credits 46 credits 5th term at Duke Kunshan 68 credits 62 credits 6th term at Duke Kunshan 84 credits 78 credits 7th term at Duke Kunshan 102 credits 96 credits 8th term at Duke Kunshan 116 credits 112 credits,76,2,"Grading, CR/NC & Academic Standing",1.7921,10.3289,p0240|p0234|p0243|p0151|p0217,0.713|0.681|0.656|0.648|0.645,0.833899974822998
p0238,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,Progress toward Degree,56,text,"Students may not carry an underload without the permission of their advisors and the Dean of Undergraduate Studies or designee. For the purposes of calculating term credit requirements, incomplete work in any course is considered a failure to achieve satisfactory performance in that course and will be counted as 0 credits.",51,2,"Grading, CR/NC & Academic Standing",1.8681,10.282,p0180|p0167|p0234|p0240|p0144,0.693|0.652|0.635|0.632|0.619,0.753600001335144
p0239,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,Progress toward Degree,56,text,"7 A maximum of 8 credits passed with a D grade (D, D+, D-) can be counted. The credit count may include (1) no more than 2 credits in physical education activity courses (i.e., four half-credit activity courses)’ (2) no more than 8 credits taken on a CR/NC grading basis (not including courses offered only on that basis); (3) no more than 40 credits combining any allowable transfer credits, including AP/IPC, transfer credits for study abroad, etc.; and (4) no more than the Duke Kunshan University equivalent of 24 credits in graduate and professional school courses not listed in the Duke University Undergraduate Programs Bulletin. (See Section 3, Credits Required for Degrees.)",112,8,"Credit Transfer, Placement & Study Away",3.2426,10.4884,p0077|p0073|p0153|p0034|p0151,0.915|0.831|0.809|0.806|0.784,0.7129999995231628
p0240,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,Progress toward Degree,Satisfactory Performance Each Term (Term Credit Requirements),,Progress toward Degree,57,text,"Students who receive an academic warning for failing to meet the term credit requirements may make up additional credits by enrolling in 20 credits in a subsequent term, enrolling in an overload once a positive academic trajectory has been established, or completing summer coursework at Duke or on another approved study away program. (See Section on Study Away.). Alternatively, students might delay their graduation date. (See Section on Time Limit for Completing Undergraduate Degree.)",74,2,"Grading, CR/NC & Academic Standing",1.9219,10.5008,p0234|p0167|p0237|p0166|p0170,0.743|0.728|0.713|0.686|0.669,0.8960999846458435
p0241,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",,,Academic Standing (Class 2022-24),57,text,"A student whose academic performance record indicates marginal scholarship, as assessed by grades, as well as term and cumulative grade-point averages, will be subject either to academic warning or academic probation. Failure to clear probationary status in the term of probation will result in a student’s suspension for academic reasons.",50,1,Academic Integrity & Grievances,0.8463,11.0111,p0248|p0251|p0260|p0259|p0247,0.749|0.732|0.719|0.712|0.691,0.8629000186920166
p0242,Part 6: Academic Procedures and Information,6,P6 Academic Procedures,"Academic Warning, Probation, and Suspension for Students in the Classes of 2022-2024",,,Academic Standing (Class 2022-24),57,text,"In determining whether a student should be placed on academic warning, probation or suspended for academic reasons, a grade of NC earned in a course, whether that course is offered only on the CR/NC basis or the student elects to take it on the CR/NC basis, is considered equivalent to a grade of F. (See also the section on CR/NC Grading system). For purposes of determining academic standing, incomplete work in a course indicated by a grade of I is considered equivalent to a grade of F until the I is resolved. (See section on Incomplete Coursework.) Grades in PE courses are not considered in determining academic warning, probation, or suspension.",111,2,"Grading, CR/NC & Academic Standing",1.2617,11.2878,p0220|p0253|p0254|p0213|p0222,0.931|0.862|0.835|0.735|0.683,0.7656999826431274
